Strain,Plant,Day,RFP,RFP_corr
J23101,3,1,2572.1666666666665,2271.1666666666665
J23101,3,1,2800.6666666666665,2499.6666666666665
J23100,1,1,5379.833333333333,5078.833333333333
J23100,1,1,7073.833333333333,6772.833333333333
J23100,1,1,5602.166666666667,5301.166666666667
J23100,1,1,5818.833333333333,5517.833333333333
J23100,1,1,7334.0,7033.0
J23100,1,1,6442.166666666667,6141.166666666667
J23100,1,1,5240.5,4939.5
J23100,1,1,5647.5,5346.5
J23100,2,1,6026.0,5725.0
J23100,2,1,5338.166666666667,5037.166666666667
J23100,2,1,5418.666666666667,5117.666666666667
J23100,2,1,5648.166666666667,5347.166666666667
J23100,2,1,5721.5,5420.5
J23100,2,1,5224.666666666667,4923.666666666667
J23100,2,1,5080.333333333333,4779.333333333333
J23100,2,1,4842.5,4541.5
J23100,3,1,5968.333333333333,5667.333333333333
J23100,3,1,6431.166666666667,6130.166666666667
J23100,3,1,5414.666666666667,5113.666666666667
J23100,3,1,4517.666666666667,4216.666666666667
J23100,3,1,5101.166666666667,4800.166666666667
J23100,3,1,6382.0,6081.0
J23100,3,1,5050.166666666667,4749.166666666667
J23100,3,1,4354.0,4053.0
J23102,1,1,5625.0,5324.0
J23102,1,1,7370.833333333333,7069.833333333333
J23102,1,1,8566.166666666666,8265.166666666666
J23102,1,1,6146.166666666667,5845.166666666667
J23102,1,1,5841.333333333333,5540.333333333333
J23102,1,1,6627.5,6326.5
J23102,1,1,6432.5,6131.5
J23102,1,1,5937.833333333333,5636.833333333333
J23102,2,1,7900.166666666667,7599.166666666667
J23102,2,1,6682.333333333333,6381.333333333333
J23102,2,1,6687.166666666667,6386.166666666667
J23102,2,1,6863.833333333333,6562.833333333333
J23102,2,1,6734.0,6433.0
J23102,2,1,8429.166666666666,8128.166666666666
J23102,2,1,9522.666666666666,9221.666666666666
J23102,2,1,7066.666666666667,6765.666666666667
J23102,3,1,7237.666666666667,6936.666666666667
J23102,3,1,8872.166666666666,8571.166666666666
J23102,3,1,6349.166666666667,6048.166666666667
J23102,3,1,7630.833333333333,7329.833333333333
J23102,3,1,7265.5,6964.5
J23102,3,1,7599.166666666667,7298.166666666667
J23102,3,1,7369.166666666667,7068.166666666667
J23102,3,1,6900.5,6599.5
J23119,1,1,6912.666666666667,6611.666666666667
J23119,1,1,8952.666666666666,8651.666666666666
J23119,1,1,4711.5,4410.5
J23119,1,1,6456.5,6155.5
J23119,1,1,6097.0,5796.0
J23119,1,1,6378.0,6077.0
J23119,1,1,5502.333333333333,5201.333333333333
J23119,1,1,5845.5,5544.5
J23119,2,1,6239.166666666667,5938.166666666667
J23119,2,1,6549.666666666667,6248.666666666667
J23119,2,1,7307.166666666667,7006.166666666667
J23119,2,1,5798.166666666667,5497.166666666667
J23119,2,1,6818.833333333333,6517.833333333333
J23119,2,1,5924.0,5623.0
J23119,2,1,8940.0,8639.0
J23119,2,1,5826.166666666667,5525.166666666667
J23119,3,1,6951.166666666667,6650.166666666667
J23119,3,1,7810.333333333333,7509.333333333333
J23119,3,1,7350.666666666667,7049.666666666667
J23119,3,1,6813.166666666667,6512.166666666667
J23119,3,1,6085.333333333333,5784.333333333333
J23119,3,1,7464.5,7163.5
J23119,3,1,12986.0,12685.0
J23119,3,1,6473.166666666667,6172.166666666667
J23118,1,1,4472.833333333333,4171.833333333333
J23118,1,1,7097.666666666667,6796.666666666667
J23118,1,1,5108.0,4807.0
J23118,1,1,7074.333333333333,6773.333333333333
J23118,1,1,9191.833333333334,8890.833333333334
J23118,1,1,8357.333333333334,8056.333333333334
J23118,1,1,4649.333333333333,4348.333333333333
J23118,1,1,6174.333333333333,5873.333333333333
J23118,2,1,4392.166666666667,4091.166666666667
J23118,2,1,4607.5,4306.5
J23118,2,1,4987.0,4686.0
J23118,2,1,4098.166666666667,3797.166666666667
J23118,2,1,5712.666666666667,5411.666666666667
J23118,2,1,4297.166666666667,3996.166666666667
J23118,2,1,4660.0,4359.0
J23118,2,1,5676.666666666667,5375.666666666667
J23118,3,1,5132.5,4831.5
J23118,3,1,5514.0,5213.0
J23118,3,1,5195.333333333333,4894.333333333333
J23118,3,1,6522.5,6221.5
J23118,3,1,5754.166666666667,5453.166666666667
J23118,3,1,5933.5,5632.5
J23118,3,1,4795.166666666667,4494.166666666667
J23118,3,1,5224.0,4923.0
J23104,1,3,12379.666666666666,12078.666666666666
J23104,1,3,16666.5,16365.5
J23104,1,3,11374.166666666666,11073.166666666666
J23104,1,3,12820.5,12519.5
J23104,1,3,11905.833333333334,11604.833333333334
J23104,1,3,13772.333333333334,13471.333333333334
J23104,1,3,12757.0,12456.0
J23104,1,3,13983.0,13682.0
J23104,2,3,11430.5,11129.5
J23104,2,3,13893.833333333334,13592.833333333334
J23104,2,3,13373.0,13072.0
J23104,2,3,13174.833333333334,12873.833333333334
J23104,2,3,15188.333333333334,14887.333333333334
J23104,2,3,10405.166666666666,10104.166666666666
J23104,2,3,12117.833333333334,11816.833333333334
J23104,2,3,14808.0,14507.0
J23104,3,3,15793.0,15492.0
J23104,3,3,16328.666666666666,16027.666666666666
J23104,3,3,14154.166666666666,13853.166666666666
J23104,3,3,16666.5,16365.5
J23104,3,3,14771.833333333334,14470.833333333334
J23104,3,3,15223.0,14922.0
J23104,3,3,13739.0,13438.0
J23104,3,3,12664.666666666666,12363.666666666666
J23106,1,3,2239.8333333333335,1938.8333333333335
J23106,1,3,3231.8333333333335,2930.8333333333335
J23106,1,3,3142.8333333333335,2841.8333333333335
J23106,1,3,2408.6666666666665,2107.6666666666665
J23106,1,3,2949.8333333333335,2648.8333333333335
J23106,1,3,2237.5,1936.5
J23106,1,3,2337.0,2036.0
J23106,1,3,2970.6666666666665,2669.6666666666665
J23106,2,3,3221.6666666666665,2920.6666666666665
J23106,2,3,2946.3333333333335,2645.3333333333335
J23106,2,3,3834.3333333333335,3533.3333333333335
J23106,2,3,2663.3333333333335,2362.3333333333335
J23106,2,3,3300.0,2999.0
J23106,2,3,3084.1666666666665,2783.1666666666665
J23106,2,3,2779.8333333333335,2478.8333333333335
J23106,2,3,4146.5,3845.5
J23106,3,3,2641.8333333333335,2340.8333333333335
J23106,3,3,3123.6666666666665,2822.6666666666665
J23106,3,3,2403.5,2102.5
J23106,3,3,3134.8333333333335,2833.8333333333335
J23106,3,3,3304.5,3003.5
J23106,3,3,3188.1666666666665,2887.1666666666665
J23106,3,3,2671.1666666666665,2370.1666666666665
J23106,3,3,3898.8333333333335,3597.8333333333335
J23110,1,3,1920.5,1619.5
J23110,1,3,2393.6666666666665,2092.6666666666665
J23110,1,3,1975.1666666666667,1674.1666666666667
J23110,1,3,2257.3333333333335,1956.3333333333335
J23110,1,3,1458.5,1157.5
J23110,1,3,1798.0,1497.0
J23110,1,3,1844.6666666666667,1543.6666666666667
J23110,1,3,2902.0,2601.0
J23110,2,3,1951.0,1650.0
J23110,2,3,2039.8333333333333,1738.8333333333333
J23110,2,3,1731.8333333333333,1430.8333333333333
J23110,2,3,1888.6666666666667,1587.6666666666667
J23110,2,3,1861.0,1560.0
J23110,2,3,2162.8333333333335,1861.8333333333335
J23110,2,3,579.1666666666666,278.16666666666663
J23110,2,3,2306.0,2005.0
J23110,3,3,1461.3333333333333,1160.3333333333333
J23110,3,3,1757.1666666666667,1456.1666666666667
J23110,3,3,1876.8333333333333,1575.8333333333333
J23110,3,3,1600.6666666666667,1299.6666666666667
J23110,3,3,1355.6666666666667,1054.6666666666667
J23110,3,3,1634.3333333333333,1333.3333333333333
J23110,3,3,1805.8333333333333,1504.8333333333333
J23110,3,3,1678.5,1377.5
J23114,1,3,632.0,331.0
J23114,1,3,707.6666666666666,406.66666666666663
J23114,1,3,670.5,369.5
J23114,1,3,537.1666666666666,236.16666666666663
J23114,1,3,527.8333333333334,226.83333333333337
J23114,1,3,435.1666666666667,134.16666666666669
J23114,1,3,725.5,424.5
J23114,1,3,549.0,248.0
J23114,2,3,550.0,249.0
J23114,2,3,548.0,247.0
J23114,2,3,680.1666666666666,379.16666666666663
J23114,2,3,557.3333333333334,256.33333333333337
J23114,2,3,448.5,147.5
J23114,2,3,472.6666666666667,171.66666666666669
J23114,2,3,444.5,143.5
J23114,2,3,555.8333333333334,254.83333333333337
J23114,3,3,478.5,177.5
J23114,3,3,659.1666666666666,358.16666666666663
J23114,3,3,552.5,251.5
J23114,3,3,414.3333333333333,113.33333333333331
J23114,3,3,498.6666666666667,197.66666666666669
J23114,3,3,446.5,145.5
J23114,3,3,573.3333333333334,272.33333333333337
J23114,3,3,573.6666666666666,272.66666666666663
J23105,1,3,1328.3333333333333,1027.3333333333333
J23105,1,3,1404.0,1103.0
J23105,1,3,1550.0,1249.0
J23105,1,3,1436.3333333333333,1135.3333333333333
J23105,1,3,1397.3333333333333,1096.3333333333333
J23105,1,3,1471.8333333333333,1170.8333333333333
J23105,1,3,1331.8333333333333,1030.8333333333333
J23105,1,3,2087.5,1786.5
J23105,2,3,1698.1666666666667,1397.1666666666667
J23105,2,3,1370.6666666666667,1069.6666666666667
J23105,2,3,1382.6666666666667,1081.6666666666667
J23105,2,3,1356.3333333333333,1055.3333333333333
J23105,2,3,1750.3333333333333,1449.3333333333333
J23105,2,3,1876.8333333333333,1575.8333333333333
J23105,2,3,1770.0,1469.0
J23105,2,3,2889.5,2588.5
J23105,3,3,1608.5,1307.5
J23105,3,3,1419.6666666666667,1118.6666666666667
J23105,3,3,1568.0,1267.0
J23105,3,3,1331.3333333333333,1030.3333333333333
J23105,3,3,1325.1666666666667,1024.1666666666667
J23105,3,3,1482.0,1181.0
J23105,3,3,1634.1666666666667,1333.1666666666667
J23105,3,3,1338.5,1037.5
J23103,1,3,469.0,168.0
J23103,1,3,376.3333333333333,75.33333333333331
J23103,1,3,526.0,225.0
J23103,1,3,334.3333333333333,33.333333333333314
J23103,1,3,466.8333333333333,165.83333333333331
J23103,1,3,408.6666666666667,107.66666666666669
J23103,1,3,590.1666666666666,289.16666666666663
J23103,1,3,381.6666666666667,80.66666666666669
J23103,2,3,446.3333333333333,145.33333333333331
J23103,2,3,467.8333333333333,166.83333333333331
J23103,2,3,258.1666666666667,-42.833333333333314
J23103,2,3,334.6666666666667,33.666666666666686
J23103,2,3,380.3333333333333,79.33333333333331
J23103,2,3,339.5,38.5
J23103,2,3,380.5,79.5
J23103,2,3,654.0,353.0
J23103,3,3,581.5,280.5
J23103,3,3,482.1666666666667,181.16666666666669
J23103,3,3,456.0,155.0
J23103,3,3,326.6666666666667,25.666666666666686
J23103,3,3,382.5,81.5
J23103,3,3,538.1666666666666,237.16666666666663
J23103,3,3,478.0,177.0
J23103,3,3,458.3333333333333,157.33333333333331
J23111,1,3,8818.333333333334,8517.333333333334
J23111,1,3,14137.5,13836.5
J23111,1,3,11039.666666666666,10738.666666666666
J23111,1,3,10089.833333333334,9788.833333333334
J23111,1,3,11493.666666666666,11192.666666666666
J23111,1,3,10632.333333333334,10331.333333333334
J23111,1,3,11922.5,11621.5
J23111,1,3,11705.5,11404.5
J23111,2,3,10178.833333333334,9877.833333333334
J23111,2,3,9299.833333333334,8998.833333333334
J23111,2,3,12692.833333333334,12391.833333333334
J23111,2,3,13247.0,12946.0
J23111,2,3,10899.666666666666,10598.666666666666
J23111,2,3,11173.0,10872.0
J23111,2,3,9565.666666666666,9264.666666666666
J23111,2,3,11272.166666666666,10971.166666666666
J23111,3,3,11874.5,11573.5
J23111,3,3,12188.666666666666,11887.666666666666
J23111,3,3,12823.333333333334,12522.333333333334
J23111,3,3,12033.5,11732.5
J23111,3,3,9508.5,9207.5
J23111,3,3,12105.833333333334,11804.833333333334
J23111,3,3,12236.333333333334,11935.333333333334
J23111,3,3,13232.333333333334,12931.333333333334
J23101,1,3,3104.8333333333335,2803.8333333333335
J23101,1,3,4725.166666666667,4424.166666666667
J23101,1,3,4720.166666666667,4419.166666666667
J23101,1,3,4597.5,4296.5
J23101,1,3,3981.8333333333335,3680.8333333333335
J23101,1,3,4219.5,3918.5
J23101,1,3,3212.5,2911.5
J23101,1,3,3658.1666666666665,3357.1666666666665
J23101,2,3,5677.666666666667,5376.666666666667
J23101,2,3,6090.666666666667,5789.666666666667
J23101,2,3,6409.833333333333,6108.833333333333
J23101,2,3,5465.833333333333,5164.833333333333
J23101,2,3,6513.5,6212.5
J23101,2,3,7049.166666666667,6748.166666666667
J23101,2,3,4742.5,4441.5
J23101,2,3,5337.833333333333,5036.833333333333
J23101,3,3,5276.666666666667,4975.666666666667
J23101,3,3,6490.833333333333,6189.833333333333
J23101,3,3,6022.666666666667,5721.666666666667
J23101,3,3,5045.5,4744.5
J23101,3,3,5290.166666666667,4989.166666666667
J23101,3,3,6335.0,6034.0
J23101,3,3,6013.5,5712.5
J23101,3,3,5056.5,4755.5
J23100,1,3,7573.5,7272.5
J23100,1,3,9683.5,9382.5
J23100,1,3,11339.166666666666,11038.166666666666
J23100,1,3,9125.333333333334,8824.333333333334
J23100,1,3,10931.833333333334,10630.833333333334
J23100,1,3,9084.166666666666,8783.166666666666
J23100,1,3,8297.5,7996.5
J23100,1,3,11700.0,11399.0
J23100,2,3,12781.833333333334,12480.833333333334
J23100,2,3,13257.0,12956.0
J23100,2,3,11987.166666666666,11686.166666666666
J23100,2,3,10229.666666666666,9928.666666666666
J23100,2,3,12633.833333333334,12332.833333333334
J23100,2,3,12450.5,12149.5
J23100,2,3,10998.5,10697.5
J23100,2,3,11174.833333333334,10873.833333333334
J23102,1,3,12196.666666666666,11895.666666666666
J23102,1,3,9642.666666666666,9341.666666666666
J23102,1,3,15013.666666666666,14712.666666666666
J23102,1,3,16666.5,16365.5
J23102,1,3,12156.0,11855.0
J23102,1,3,10861.666666666666,10560.666666666666
J23102,1,3,12777.833333333334,12476.833333333334
J23102,1,3,10997.833333333334,10696.833333333334
J23102,2,3,9633.5,9332.5
J23102,2,3,9691.833333333334,9390.833333333334
J23102,2,3,12945.166666666666,12644.166666666666
J23102,2,3,9955.5,9654.5
J23102,2,3,10602.166666666666,10301.166666666666
J23102,2,3,12484.166666666666,12183.166666666666
J23102,2,3,8616.0,8315.0
J23102,2,3,11489.166666666666,11188.166666666666
J23102,3,3,11151.333333333334,10850.333333333334
J23102,3,3,13680.666666666666,13379.666666666666
J23102,3,3,12066.5,11765.5
J23102,3,3,9069.666666666666,8768.666666666666
J23102,3,3,13895.0,13594.0
J23102,3,3,9276.166666666666,8975.166666666666
J23102,3,3,13069.166666666666,12768.166666666666
J23102,3,3,12026.166666666666,11725.166666666666
J23119,1,3,10997.5,10696.5
J23119,1,3,10365.0,10064.0
J23119,1,3,9138.833333333334,8837.833333333334
J23119,1,3,16162.666666666666,15861.666666666666
J23119,1,3,9602.666666666666,9301.666666666666
J23119,1,3,12029.5,11728.5
J23119,1,3,7014.166666666667,6713.166666666667
J23119,2,3,10063.0,9762.0
J23119,2,3,10982.0,10681.0
J23119,2,3,13134.166666666666,12833.166666666666
J23119,2,3,10172.0,9871.0
J23119,2,3,10760.0,10459.0
J23119,2,3,12055.666666666666,11754.666666666666
J23119,2,3,10790.666666666666,10489.666666666666
J23119,2,3,14227.0,13926.0
J23119,3,3,11310.833333333334,11009.833333333334
J23119,3,3,10286.166666666666,9985.166666666666
J23119,3,3,12431.333333333334,12130.333333333334
J23119,3,3,11102.5,10801.5
J23119,3,3,10489.0,10188.0
J23119,3,3,11165.833333333334,10864.833333333334
J23119,3,3,16551.0,16250.0
J23119,3,3,10080.333333333334,9779.333333333334
J23118,1,3,10626.166666666666,10325.166666666666
J23118,1,3,9415.5,9114.5
J23118,1,3,11479.166666666666,11178.166666666666
J23118,1,3,9465.166666666666,9164.166666666666
J23118,1,3,13358.0,13057.0
J23118,1,3,13679.166666666666,13378.166666666666
J23118,1,3,11765.5,11464.5
J23118,1,3,8628.333333333334,8327.333333333334
J23118,2,3,9763.166666666666,9462.166666666666
J23118,2,3,8233.5,7932.5
J23118,2,3,11607.333333333334,11306.333333333334
J23118,2,3,11021.0,10720.0
J23118,2,3,9935.333333333334,9634.333333333334
J23118,2,3,9687.166666666666,9386.166666666666
J23118,2,3,9992.833333333334,9691.833333333334
J23118,2,3,10805.0,10504.0
J23118,3,3,8018.0,7717.0
J23118,3,3,9180.166666666666,8879.166666666666
J23118,3,3,11953.833333333334,11652.833333333334
J23118,3,3,7689.166666666667,7388.166666666667
J23118,3,3,7416.0,7115.0
J23118,3,3,9702.666666666666,9401.666666666666
J23118,3,3,10147.0,9846.0
J23118,3,3,7612.0,7311.0
J23107,1,1,910.0,609.0
J23107,1,1,490.0,189.0
J23107,1,1,353.0,52.0
J23107,1,1,993.0,692.0
J23107,1,1,1113.0,812.0
J23107,1,1,818.0,517.0
J23107,1,1,1111.0,810.0
J23107,1,1,1536.0,1235.0
J23107,1,1,1986.0,1685.0
J23107,1,1,289.0,-12.0
J23107,1,1,1175.0,874.0
J23107,1,1,862.0,561.0
J23108,1,1,293.0,-8.0
J23108,1,1,309.0,8.0
J23108,1,1,303.0,2.0
J23108,1,1,823.0,522.0
J23108,1,1,287.0,-14.0
J23108,1,1,346.0,45.0
J23108,1,1,296.0,-5.0
J23108,1,1,725.0,424.0
J23108,1,1,350.0,49.0
J23108,1,1,347.0,46.0
J23108,1,1,752.0,451.0
J23108,1,1,1383.0,1082.0
J23113,1,1,5339.0,5038.0
J23113,1,1,5590.0,5289.0
J23113,1,1,4646.0,4345.0
J23113,1,1,4036.0,3735.0
J23113,1,1,4890.0,4589.0
J23113,1,1,5341.0,5040.0
J23113,1,1,6134.0,5833.0
J23113,1,1,5421.0,5120.0
J23113,1,1,4410.0,4109.0
J23113,1,1,7174.0,6873.0
J23113,1,1,5631.0,5330.0
J23113,1,1,6661.0,6360.0
J23117,1,1,824.0,523.0
J23117,1,1,742.0,441.0
J23117,1,1,1128.0,827.0
J23117,1,1,634.0,333.0
J23117,1,1,925.0,624.0
J23117,1,1,1126.0,825.0
J23117,1,1,1053.0,752.0
J23117,1,1,618.0,317.0
J23117,1,1,723.0,422.0
J23117,1,1,812.0,511.0
J23117,1,1,1021.0,720.0
J23117,1,1,759.0,458.0
J23107,1,3,1350.0,1049.0
J23107,1,3,1547.0,1246.0
J23107,1,3,1518.0,1217.0
J23107,1,3,1255.0,954.0
J23107,1,3,2130.0,1829.0
J23107,1,3,1172.0,871.0
J23107,1,3,1404.0,1103.0
J23107,1,3,1337.0,1036.0
J23107,1,3,1293.0,992.0
J23107,1,3,1720.0,1419.0
J23107,1,3,1615.0,1314.0
J23107,1,3,1171.0,870.0
J23108,1,3,441.0,140.0
J23108,1,3,435.0,134.0
J23108,1,3,473.0,172.0
J23108,1,3,445.0,144.0
J23108,1,3,411.0,110.0
J23108,1,3,407.0,106.0
J23108,1,3,593.0,292.0
J23108,1,3,575.0,274.0
J23108,1,3,422.0,121.0
J23108,1,3,466.0,165.0
J23108,1,3,494.0,193.0
J23108,1,3,419.0,118.0
J23113,1,3,6670.0,6369.0
J23113,1,3,12172.0,11871.0
J23113,1,3,10755.0,10454.0
J23113,1,3,7083.0,6782.0
J23113,1,3,9434.0,9133.0
J23113,1,3,9033.0,8732.0
J23113,1,3,9379.0,9078.0
J23113,1,3,9008.0,8707.0
J23113,1,3,10347.0,10046.0
J23113,1,3,9704.0,9403.0
J23113,1,3,8472.0,8171.0
