,GFP,tax1,tax2,dist,cluster,allele,GFP_log
35,2005.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,10.969386521342283
36,1998.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,10.964340867792417
37,1764.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,10.784634845557521
38,1806.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,10.818582177480858
39,2536.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,11.308339030139408
40,2999.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,11.55026580686874
41,3688.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,11.848622940429339
42,2143.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,11.065416134676548
43,5639.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,12.461223627613371
44,3114.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,11.604553229079038
45,2141.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,11.06406908038551
46,2967.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,11.534789211480266
47,2216.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,11.113742166049189
48,1703.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,10.733862719678543
49,1231.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,10.265615046484458
50,1449.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,10.50084187955693
51,1400.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,10.451211111832329
52,1639.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,10.678600139099458
53,3016.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,11.558420713268664
54,3552.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,11.794415866350105
55,2077.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,11.020285500844647
56,2525.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,11.302067672526519
57,1310.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,10.355351096424812
58,2144.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,11.066089190457772
59,1670.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,10.705632387361415
60,1692.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,10.72451385311995
61,2498.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,11.286557761607957
62,1697.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,10.728770849542663
63,2176.0,virB4 C58,virB4 A4,0.059975985999999995,virB4,A4,11.087462841250339
64,3431.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,11.744413410557655
65,17009.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,14.054010703534297
66,9552.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.221587121264806
67,9826.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.262388523751019
68,4810.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.231821178657404
69,3164.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,11.627533884472792
70,3849.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,11.91026795581084
71,10145.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.308481244644021
72,4186.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.031356596255709
73,4329.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.079818085212354
74,6420.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.648357582009666
75,4160.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.022367813028454
76,5166.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.334831928118
77,4511.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.139231570719353
78,7196.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.812979471251483
79,5495.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.423903765836593
80,14446.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.818382455041155
81,4561.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.155134454857755
82,9321.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.186269026842997
83,8132.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.989394499844732
84,5529.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.43280285635187
85,9217.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.170081535380609
86,3359.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,11.713816080234498
87,6829.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.737458618570459
88,13441.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.71435285705391
89,3474.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,11.762382038710392
90,7249.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.82356627364535
91,8303.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.019416982944184
92,10924.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.415213598765286
93,11221.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.453913632212153
94,10962.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.420223419348645
95,14291.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.802819250816214
96,7364.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.846273911349906
97,4848.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.243173983472952
98,2225.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,11.119589620741122
99,4401.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.103615656394545
100,6148.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.585901449690772
101,2834.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,11.468624042918018
102,6879.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.74798314030195
103,8249.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.010003521295205
104,4045.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,11.981923987317339
105,1936.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,10.918863237274595
106,6949.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.762589665542569
107,13378.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.707574829926973
108,7303.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.834273515234699
109,9708.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.244958393151133
110,5665.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.467860240707878
111,3416.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,11.73809225962049
112,4901.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.258860431409756
113,2636.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,11.364134655008051
114,4101.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.001760028327217
115,3142.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,11.617467465294196
116,3200.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,11.643856189774725
117,2293.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,11.163020639580793
118,5547.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.437492010125352
119,2589.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,11.338179249900112
120,5296.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.370687406807217
121,8505.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,13.054095520550748
122,5378.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.392854039872873
123,2724.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,11.411510988012072
124,4976.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.280770770130603
125,4265.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.058330026205653
126,5634.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.45994384837493
127,4863.0,virB4 C58,virB4 Ach5,0.12280790999999999,virB4,Ach5,12.247630876238699
128,5821.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.507051302247916
129,5159.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.332875731152674
130,4928.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.266786540694902
131,6811.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.733650916838716
132,6169.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.590820930930525
133,2186.0,virB4 C58,virB4 C58,0.0,virB4,C58,11.094077685671905
134,6756.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.721953612801386
135,5093.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.314300001897534
136,13657.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.73735298466663
137,20562.0,virB4 C58,virB4 C58,0.0,virB4,C58,14.32769297724033
138,11824.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.52943055414615
139,6849.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.741677644945858
140,13476.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.718104713121757
141,9196.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.16679075071818
142,11030.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.429145170478744
143,12636.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.625252221746873
144,10464.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.353146825498083
145,9751.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.251334464658857
146,5886.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.523071826940395
147,6922.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.756973226165448
148,10646.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.378023850925485
149,5264.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.361943773735241
150,2840.0,virB4 C58,virB4 C58,0.0,virB4,C58,11.471675214392045
151,11580.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.4993476328766
152,10460.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.352595231134304
153,9339.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.189052362190337
154,5997.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.550025257465784
155,7560.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.884170519108435
156,7441.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.86128080358871
157,7698.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.91026795581084
158,5832.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.509775004326936
159,7322.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.838022058304546
160,6061.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.565340127208454
161,7358.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.845097960972975
162,4123.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.009478745888066
163,2911.0,virB4 C58,virB4 C58,0.0,virB4,C58,11.507299124122765
164,10941.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.41745698505727
165,5085.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.312032058744862
166,18634.0,virB4 C58,virB4 C58,0.0,virB4,C58,14.185649777969497
167,12952.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.660887270302567
168,6742.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.71896091198421
169,6358.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.634357301137976
170,9154.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.160186576600662
171,12233.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.578490630869629
172,7751.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.92016673723887
173,6384.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.640244936222345
174,4455.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.121209716409284
175,9868.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.268542000300123
176,10338.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.335669486946104
177,4163.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.023407843140218
178,7058.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.785043714779723
179,5417.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.403278375471052
180,9312.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.184875342908283
181,7826.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.934059394900794
182,6310.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.623424289869911
183,4838.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.240195053979924
184,7309.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.835458318236594
185,8423.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.04011845076483
186,3295.0,virB4 C58,virB4 C58,0.0,virB4,C58,11.686062749895415
187,6709.0,virB4 C58,virB4 C58,0.0,virB4,C58,12.711882028352088
188,9199.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.167261322630226
189,12012.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.552188759557149
190,8880.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.116343961237469
191,12507.0,virB4 C58,virB4 C58,0.0,virB4,C58,13.610448157529545
192,11114.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.440090524950488
193,4076.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,11.992938336165814
194,8040.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.972979786066292
195,5825.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.508042334429005
196,11513.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.49097619227053
197,11889.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.53733975268914
198,9086.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.149429590056743
199,9110.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.153235338689413
200,4337.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.082481727863103
201,4773.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.220680621052203
202,4951.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.27350423396216
203,12322.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.58894882031468
204,13482.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.718746909901064
205,4631.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.177108041703693
206,7240.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.821773981970567
207,11416.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.478769619475763
208,4334.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.081483438093674
209,3978.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,11.957827560833744
210,9489.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.21204034123855
211,5508.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.427312844134963
212,15288.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.900112062977456
213,14520.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.825753832883112
214,16455.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,14.006238406011711
215,13020.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.668441828052998
216,12464.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.605479518061669
217,8153.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.993115299679177
218,5418.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.403544678202014
219,9015.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.138111776319704
220,15696.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.938109326219239
221,17286.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,14.077316445881026
222,10276.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.326991174900817
223,20302.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,14.309334237400968
224,17173.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,14.06785446938792
225,15351.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.906045018731197
226,12400.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.5980525001616
227,8422.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.039947160169094
228,7346.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.842743180731658
229,8542.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.060358182642142
230,6602.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.688687423222536
231,9534.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.218865910069676
232,6802.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.731743290707842
233,5016.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.29232163280204
234,5933.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.534546067459992
235,2041.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,10.995060467032719
236,4126.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.010528105886484
237,5612.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.454299293619899
238,11354.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.470913026274877
239,4711.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.20181761666792
240,4572.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.158609688214478
241,8386.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.03376711484639
242,6188.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.595257481449035
243,4665.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.187661365739121
244,17118.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,14.063226532302876
245,16041.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.969476462119774
246,21785.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,14.41104749280253
247,21365.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,14.382961696568474
248,6298.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.62067804213541
249,8823.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.10705356960822
250,6840.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.73978060977326
251,5110.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.319107575824983
252,15049.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.877380003213956
253,8623.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.073974164666751
254,9595.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,13.228067091082742
255,5517.0,virB4 C58,virB4 NCIB,0.062844097,virB4,NCIB,12.429668265133094
256,1399.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.450180247164754
257,1213.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.24436383512051
258,1285.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.32755264408124
259,1277.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.318542809702723
260,1231.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.265615046484458
261,1212.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.243173983472952
262,1074.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.068778277985412
263,1341.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.389093521904474
264,1403.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.454299293619899
265,1219.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.251482410620213
266,1225.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.258566033889933
267,1446.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.497851836951117
268,1136.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.149747119504681
269,1117.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.125413470483315
270,1068.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.060695931687555
271,1058.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.047123912114026
272,1110.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.116343961237469
273,1243.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.279610581052484
274,1068.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.060695931687555
275,1148.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.164906926675688
276,1191.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.217957697864113
277,1096.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.098032082960527
278,994.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,9.957102041562287
279,1179.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.203348002979762
280,1242.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.278449458220482
281,1116.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.124121311829187
282,1108.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.113742166049189
283,1015.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,9.987264012072538
284,1132.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.144658242831882
285,1233.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.26795708440284
286,1105.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.109830654278793
287,1097.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.099347810403193
288,1143.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.158609688214478
289,1080.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.076815597050832
290,1151.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.16867211813223
291,1133.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.145932145820515
292,1193.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.220378327695228
293,1301.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.345405246717796
294,1181.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.205793249397157
295,1224.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.257387842692651
296,966.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,9.915879378835774
297,1099.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.101975670949232
298,1072.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.066089190457772
299,950.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,9.89178370321831
300,1024.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.0
301,922.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,9.848622940429339
302,925.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,9.853309555403674
303,1031.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.00982861736811
304,1288.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.330916878114618
305,1119.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.127994320976393
306,1197.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.225207436943501
307,1126.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.13699111208023
308,1099.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.101975670949232
309,1033.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.01262453886506
310,1054.0,virB4 C58,virB4 Q15,0.049710198,virB4,Q15,10.041659151637214
